event_id,batch,waveform_file,station,datetime,s_arrival_time,p_arrival_time,latitude,longitude,depth,back_azimuth,magnitude,snr_horizontal,rectilinearity_jurkevics,incidence_p_jurkevics,incidence_pykonal_s
1_16,1,waveforms/batch1_event_2015-01-22T03-43-52.227000Z.mseed,AXEC2,2015-01-22T03:43:52.227000Z,1.413,0.663,45.950581,-129.997696,0.18,303.9141332791834,0.0,7.301183823486827,0.9599261235223084,9.859787437979772,15.182336051440528
1_17,1,waveforms/batch1_event_2015-01-22T04-01-36.519000Z.mseed,AXEC2,2015-01-22T04:01:36.519000Z,1.361,0.741,45.935841,-130.000183,0.231,258.95862280492247,0.0,2.3046341144021945,0.7824955903784214,74.48146364162676,15.447700588073312
1_19,1,waveforms/batch1_event_2015-01-22T04-45-04.100000Z.mseed,AXEC2,2015-01-22T04:45:04.100000Z,1.64,0.87,45.941299,-130.013107,0.489,274.11343017304387,0.0,5.277271205520332,0.9735035211800964,9.41795083925106,16.57956833258228
1_20,1,waveforms/batch1_event_2015-01-22T04-49-52.300000Z.mseed,AXEC2,2015-01-22T04:49:52.300000Z,1.24,0.69,45.956303,-129.993515,1.099,321.12191237276664,0.0,5.271544103543377,0.9360678283770318,7.927293718342739,15.67596759528683
1_22,1,waveforms/batch1_event_2015-01-22T04-54-43.601000Z.mseed,AXEC2,2015-01-22T04:54:43.601000Z,1.029,0.619,45.926098,-129.981827,1.557,203.1279016989168,0.0,3.0965082639618267,0.9505930593764074,20.09834635054758,13.929825989891434
1_23,1,waveforms/batch1_event_2015-01-22T04-56-42.742000Z.mseed,AXEC2,2015-01-22T04:56:42.742000Z,1.618,0.908,45.935417,-130.018829,1.236,263.0065900360936,0.0,6.982749163929842,0.9307689884438266,5.8418012674995525,14.121581965914388
1_24,1,waveforms/batch1_event_2015-01-22T05-01-53.618000Z.mseed,AXEC2,2015-01-22T05:01:53.618000Z,1.592,0.792,45.964764,-129.998398,1.522,326.3469815527425,0.0,6.937902444609453,0.969967037396032,8.452678640314932,13.364454181251638
1_25,1,waveforms/batch1_event_2015-01-22T05-20-42.271000Z.mseed,AXEC2,2015-01-22T05:20:42.271000Z,1.609,0.939,45.942486,-130.014114,0.548,276.4318425794763,0.0,2.852838951906082,0.9514764438880772,7.707825097326403,17.14375748379656
1_26,1,waveforms/batch1_event_2015-01-22T05-37-03.654000Z.mseed,AXEC2,2015-01-22T05:37:03.654000Z,0.846,0.436,45.943508,-129.988815,0.575,290.8272910236691,0.0,4.224402199027269,0.9734115014986996,9.132507800223804,17.551452297867165
1_27,1,waveforms/batch1_event_2015-01-22T05-45-24.086000Z.mseed,AXEC2,2015-01-22T05:45:24.086000Z,1.314,0.664,45.950626,-129.996613,0.424,305.25249249696935,0.0,6.53497994539647,0.9737252651583354,8.632871051461297,19.1007977790899
1_28,1,waveforms/batch1_event_2015-01-22T05-45-28.608000Z.mseed,AXEC2,2015-01-22T05:45:28.608000Z,1.642,0.892,45.935673,-130.019485,1.251,263.5687924553485,0.0,5.752224125635228,0.9026655790445702,28.358257970487028,23.347927938394175
1_29,1,waveforms/batch1_event_2015-01-22T06-00-47.807000Z.mseed,AXEC2,2015-01-22T06:00:47.807000Z,1.093,0.563,45.94722,-129.993484,0.477,299.50899060519345,0.0,2.874817821375327,0.9705991203549544,6.638616735972832,19.579457974355236
1_31,1,waveforms/batch1_event_2015-01-22T08-52-12.418000Z.mseed,AXEC2,2015-01-22T08:52:12.418000Z,1.332,0.642,45.949718,-129.99675,0.286,302.82027259002746,0.0,3.9807166845753272,0.943366870743746,4.948498882491071,19.28940709632996
1_32,1,waveforms/batch1_event_2015-01-22T09-09-11.746000Z.mseed,AXEC2,2015-01-22T09:09:11.746000Z,0.844,0.424,45.938282,-129.983475,1.6,259.0838040314562,0.0,5.2751862171395345,0.9782986784501886,4.588472217430855,16.7317717088537
1_34,1,waveforms/batch1_event_2015-01-22T10-15-32.156000Z.mseed,AXEC2,2015-01-22T10:15:32.156000Z,1.604,0.834,45.943146,-130.016205,0.645,277.41630895863545,0.0,4.934345099382914,0.9805975700839646,21.112610094028273,17.83370347292606
1_35,1,waveforms/batch1_event_2015-01-22T10-34-31.092000Z.mseed,AXEC2,2015-01-22T10:34:31.092000Z,1.608,0.838,45.942497,-130.016464,0.679,276.1406616417938,0.0,3.1667100213832127,0.985904173947571,15.217348002450766,16.960627267751484
1_36,1,waveforms/batch1_event_2015-01-22T11-34-13.221000Z.mseed,AXEC2,2015-01-22T11:34:13.221000Z,1.419,0.699,45.960281,-129.996307,1.316,323.41081250908553,0.0,6.990576308428598,0.981673623945302,6.19963989104701,13.280918960168307
1_37,1,waveforms/batch1_event_2015-01-22T12-11-41.344000Z.mseed,AXEC2,2015-01-22T12:11:41.344000Z,1.576,0.796,45.964386,-129.99942,1.37,324.84081872945467,0.0,7.904329469127328,0.9657883497053676,8.866009092453695,26.97105922747212
1_38,1,waveforms/batch1_event_2015-01-22T12-14-48.225000Z.mseed,AXEC2,2015-01-22T12:14:48.225000Z,1.435,0.745,45.954559,-129.998474,0.451,311.569297787873,0.0,5.097672751128055,0.8070754507154501,23.024299767306143,14.023692379764723
1_39,1,waveforms/batch1_event_2015-01-22T12-16-39.511000Z.mseed,AXEC2,2015-01-22T12:16:39.511000Z,1.429,0.719,45.955929,-129.999084,0.588,313.3800395568958,0.0,5.260797050698362,0.925332697242144,10.813996546748193,13.94521129014096
1_40,1,waveforms/batch1_event_2015-01-22T12-22-39.372000Z.mseed,AXEC2,2015-01-22T12:22:39.372000Z,1.138,0.588,45.947117,-129.992386,0.341,300.5769105371166,0.0,8.214574753821466,0.9746921283117864,4.966685125278861,18.148244260688696
1_42,1,waveforms/batch1_event_2015-01-22T13-28-33.091000Z.mseed,AXEC2,2015-01-22T13:28:33.091000Z,1.079,0.559,45.951408,-129.986465,0.435,323.7356337314072,0.0,3.778443232901366,0.9701950741393972,7.74410991379114,20.50020734996139
1_43,1,waveforms/batch1_event_2015-01-22T13-28-40.810000Z.mseed,AXEC2,2015-01-22T13:28:40.810000Z,1.57,0.88,45.942528,-130.014069,0.538,276.5229664464208,0.0,2.6846206002772437,0.9569163122534784,14.801461700352126,17.021291449474607
1_44,1,waveforms/batch1_event_2015-01-22T13-41-44.199000Z.mseed,AXEC2,2015-01-22T13:41:44.199000Z,1.281,0.641,45.9506,-129.996536,0.443,305.2793587275834,0.0,7.156823959933257,0.9838461358468468,7.931686741327451,15.395000775458309
1_45,1,waveforms/batch1_event_2015-01-22T16-20-16.259000Z.mseed,AXEC2,2015-01-22T16:20:16.259000Z,0.971,0.491,45.926678,-129.983215,1.105,207.5267205944808,0.0,5.431174570874928,0.8821774520987917,18.16628469631623,17.77501956871876
1_46,1,waveforms/batch1_event_2015-01-22T16-37-26.080000Z.mseed,AXEC2,2015-01-22T16:37:26.080000Z,1.61,0.89,45.942966,-130.014923,0.57,277.2682234626432,0.0,3.433140124006208,0.9317046927734172,17.653623746268572,14.064656549147214
1_47,1,waveforms/batch1_event_2015-01-22T16-55-54.165000Z.mseed,AXEC2,2015-01-22T16:55:54.165000Z,1.725,-2.215,45.940357,-130.011124,0.18,272.22447788895147,0.0,2.7208991655949655,0.78018209864868,51.65171024691315,14.321393966271398
1_48,1,waveforms/batch1_event_2015-01-22T17-26-39.320000Z.mseed,AXEC2,2015-01-22T17:26:39.320000Z,1.59,0.88,45.941761,-130.014267,0.537,274.9501559091407,0.0,2.9284586515270083,0.9777643746231504,11.585936757656675,15.771542883804845
1_49,1,waveforms/batch1_event_2015-01-22T17-50-09.038000Z.mseed,AXEC2,2015-01-22T17:50:09.038000Z,1.552,0.832,45.940098,-130.010468,0.466,271.67147237138795,0.0,5.482664110042758,0.9500725882910932,7.784259059112975,16.95947008963903
1_50,1,waveforms/batch1_event_2015-01-22T18-09-43.480000Z.mseed,AXEC2,2015-01-22T18:09:43.480000Z,1.66,0.88,45.941326,-130.013092,0.491,274.1709513934387,0.0,4.548209230299257,0.964683534055427,3.5294830492005107,16.85675248124002
1_51,1,waveforms/batch1_event_2015-01-22T20-03-43.190000Z.mseed,AXEC2,2015-01-22T20:03:43.190000Z,1.55,0.78,45.963535,-129.99852,1.497,324.8599415285886,0.0,5.778038423801014,0.9498446621335884,5.612514905050586,14.399141842401876
1_52,1,waveforms/batch1_event_2015-01-22T20-29-11.226000Z.mseed,AXEC2,2015-01-22T20:29:11.226000Z,1.584,0.844,45.934238,-130.020599,1.005,261.27147108394445,0.0,3.6415518171988417,0.9304020711667798,20.4816943839297,13.88249157829773
1_53,1,waveforms/batch1_event_2015-01-22T22-17-04.304000Z.mseed,AXEC2,2015-01-22T22:17:04.304000Z,1.476,0.696,45.952133,-129.999298,0.276,305.726492317272,0.0,2.5905386224292055,0.754616176846533,3.915508437659502,14.360822334094344
1_54,1,waveforms/batch1_event_2015-01-22T23-13-29.640000Z.mseed,AXEC2,2015-01-22T23:13:29.640000Z,1.59,0.85,45.94051,-130.010437,0.425,272.5952092807562,0.0,5.668385992234284,0.9577494874555132,12.451210459947337,14.52147268191974
1_55,1,waveforms/batch1_event_2015-01-22T23-22-32.518000Z.mseed,AXEC2,2015-01-22T23:22:32.518000Z,1.602,0.882,45.941387,-130.011093,0.418,274.4888221430998,0.0,5.241111069070151,0.9286733397618522,12.245723516255806,14.829978113180784
1_56,1,waveforms/batch1_event_2015-01-23T00-21-43.791000Z.mseed,AXEC2,2015-01-23T00:21:43.791000Z,1.469,-0.121,45.962051,-129.996033,1.67,325.9887824379707,0.0,3.5964320351338177,0.7982867678189076,43.05814094814315,15.026665806955137
1_57,1,waveforms/batch1_event_2015-01-23T00-33-02.231000Z.mseed,AXEC2,2015-01-23T00:33:02.231000Z,0.859,0.439,45.945389,-129.988525,0.867,299.81030946316923,0.0,3.1278395081987074,0.953870013123209,8.644062647957064,17.766354857671036
1_58,1,waveforms/batch1_event_2015-01-23T00-42-22.675000Z.mseed,AXEC2,2015-01-23T00:42:22.675000Z,1.275,0.635,45.949883,-129.99588,0.435,304.2536157968908,0.0,5.507187642543649,0.9443660051489728,9.720232308247198,18.123608293665615
1_59,1,waveforms/batch1_event_2015-01-23T00-48-13.451000Z.mseed,AXEC2,2015-01-23T00:48:13.451000Z,1.409,0.669,45.949493,-129.996979,0.185,301.9859694783786,0.0,5.634894156001295,0.9794463977282816,1.9770323052970955,16.86224239458566
1_60,1,waveforms/batch1_event_2015-01-23T01-10-19.624000Z.mseed,AXEC2,2015-01-23T01:10:19.624000Z,1.716,0.946,45.941048,-130.018494,0.752,273.2462764068064,0.0,3.6856016262295856,0.8825962614284053,9.204006978894546,14.65356023269302
1_61,1,waveforms/batch1_event_2015-01-23T01-13-24.700000Z.mseed,AXEC2,2015-01-23T01:13:24.700000Z,1.6,0.9,45.942135,-130.012573,0.474,275.9204858130506,0.0,3.2683354395868585,0.940365975447268,14.524907773512044,15.551286976583937
1_62,1,waveforms/batch1_event_2015-01-23T01-37-49.416000Z.mseed,AXEC2,2015-01-23T01:37:49.416000Z,1.664,0.894,45.939896,-130.020294,1.098,271.1157042549654,0.0,5.946275774757582,0.9833781262620364,10.38096588628204,14.70795315255033
1_63,1,waveforms/batch1_event_2015-01-23T01-45-54.151000Z.mseed,AXEC2,2015-01-23T01:45:54.151000Z,1.639,0.859,45.941219,-130.012207,0.456,274.02210978726805,0.0,5.023114090371803,0.7850951206553698,20.783023394806555,14.948331419387625
1_64,1,waveforms/batch1_event_2015-01-23T01-58-53.841000Z.mseed,AXEC2,2015-01-23T01:58:53.841000Z,0.939,0.489,45.945194,-129.985687,1.624,304.3720833158886,0.0,2.7629685642068016,0.956414476268327,3.1834235071029098,15.907967540886284
1_65,1,waveforms/batch1_event_2015-01-23T02-09-14.350000Z.mseed,AXEC2,2015-01-23T02:09:14.350000Z,1.45,0.7,45.949848,-129.997604,0.121,302.212885411747,0.0,6.863381748041757,0.975039049732261,9.595808068558927,18.51765221658651
1_66,1,waveforms/batch1_event_2015-01-23T02-11-35.791000Z.mseed,AXEC2,2015-01-23T02:11:35.791000Z,1.449,0.689,45.949821,-129.997528,0.11,302.2266776050143,0.0,7.701816265277401,0.9774732856584945,7.256919172626702,19.21768675818467
1_67,1,waveforms/batch1_event_2015-01-23T02-35-11.520000Z.mseed,AXEC2,2015-01-23T02:35:11.520000Z,1.73,0.91,45.938828,-130.007339,0.074,268.6510577292473,0.0,4.885203352312701,0.8797510127357036,15.833561693554037,19.41330718523942
1_69,1,waveforms/batch1_event_2015-01-23T03-02-52.902000Z.mseed,AXEC2,2015-01-23T03:02:52.902000Z,0.868,0.428,45.92886,-129.978394,1.218,197.217953374374,0.0,5.3154505876776135,0.962587541931266,7.006981784399246,23.925463400170212
1_70,1,waveforms/batch1_event_2015-01-23T03-22-48.531000Z.mseed,AXEC2,2015-01-23T03:22:48.531000Z,1.489,0.789,45.958595,-129.990692,0.307,328.79848246574306,0.0,6.2843994732780715,0.7965321940389889,22.46358752638393,14.339491026607137
1_71,1,waveforms/batch1_event_2015-01-23T03-44-57.671000Z.mseed,AXEC2,2015-01-23T03:44:57.671000Z,1.619,0.929,45.941929,-130.016846,0.628,275.0169985378678,0.0,2.4809520314260736,0.9520402426549088,12.943901236694735,16.559616710370527
1_73,1,waveforms/batch1_event_2015-01-23T03-46-08.738000Z.mseed,AXEC2,2015-01-23T03:46:08.738000Z,0.942,0.452,45.945107,-129.987854,0.143,299.714483256248,0.0,2.919901864141535,0.9419817573541764,6.8705019132993845,19.609781161308725
1_74,1,waveforms/batch1_event_2015-01-23T03-46-15.957000Z.mseed,AXEC2,2015-01-23T03:46:15.957000Z,1.573,0.863,45.942963,-130.014664,0.555,277.30335313427383,0.0,3.2854853900009706,0.9733762520114108,8.874365554666035,15.711909431016462
1_78,1,waveforms/batch1_event_2015-01-23T04-15-56.341000Z.mseed,AXEC2,2015-01-23T04:15:56.341000Z,1.319,0.659,45.950447,-129.996597,0.395,304.831584479336,0.0,10.03316295764845,0.9802874297816144,7.230664549136011,27.738582367631157
1_79,1,waveforms/batch1_event_2015-01-23T04-21-54.960000Z.mseed,AXEC2,2015-01-23T04:21:54.960000Z,1.0,0.52,45.948776,-129.978577,1.861,340.60031664440385,0.0,3.669787562359862,0.9579620133338044,10.95779817652422,11.762049420842702
1_81,1,waveforms/batch1_event_2015-01-23T04-23-16.683000Z.mseed,AXEC2,2015-01-23T04:23:16.683000Z,1.897,0.927,45.96096,-129.999252,0.078,320.8839825004758,0.0,2.8524965403235,0.705775496586283,83.41304512662964,14.495749441640292
1_82,1,waveforms/batch1_event_2015-01-23T04-24-29.309000Z.mseed,AXEC2,2015-01-23T04:24:29.309000Z,0.771,-0.239,45.937496,-129.982758,1.314,251.52318139364937,0.0,5.8959037894621105,0.7133684172653147,80.0797553910241,17.176786169465903
1_83,1,waveforms/batch1_event_2015-01-23T04-45-35.793000Z.mseed,AXEC2,2015-01-23T04:45:35.793000Z,1.217,1.197,45.934212,-129.994232,0.305,249.7571176079966,0.0,4.327982341665104,0.8475281195630259,75.5633264190753,18.15325583306218
1_84,1,waveforms/batch1_event_2015-01-23T04-50-56.254000Z.mseed,AXEC2,2015-01-23T04:50:56.254000Z,1.006,0.536,45.945454,-129.993042,0.638,294.01638552571455,0.0,4.486163459758298,0.9352811383248076,20.35653466105375,17.684989155165635
1_85,1,waveforms/batch1_event_2015-01-23T05-34-31.512000Z.mseed,AXEC2,2015-01-23T05:34:31.512000Z,1.328,0.658,45.950645,-129.996613,0.396,305.2988805273785,0.0,3.9388594899846976,0.9295381797931964,8.294611024623462,16.899869473143607
1_86,1,waveforms/batch1_event_2015-01-23T06-23-18.240000Z.mseed,AXEC2,2015-01-23T06:23:18.240000Z,1.3,0.68,45.950336,-129.996597,0.484,304.55661449750147,0.0,6.077490280770049,0.9143547465189654,10.93835140226881,23.474794650247016
1_87,1,waveforms/batch1_event_2015-01-23T06-24-11.656000Z.mseed,AXEC2,2015-01-23T06:24:11.656000Z,1.554,0.834,45.939911,-130.010208,0.463,271.256490516098,0.0,6.6713416356127935,0.9408359624316484,19.34616143408535,15.22519534301042
1_88,1,waveforms/batch1_event_2015-01-23T06-46-36.636000Z.mseed,AXEC2,2015-01-23T06:46:36.636000Z,0.824,0.414,45.944649,-129.987778,0.463,297.75256967973905,0.0,3.364027378638151,0.9459797128365792,15.009208433559287,18.868587852239266
1_89,1,waveforms/batch1_event_2015-01-23T06-56-22.764000Z.mseed,AXEC2,2015-01-23T06:56:22.764000Z,1.976,1.126,45.974113,-130.001282,1.089,331.61374182348845,0.0,2.3110824464020454,0.8752901510515801,10.682673806881438,11.76435009441245
1_90,1,waveforms/batch1_event_2015-01-23T07-02-02.491000Z.mseed,AXEC2,2015-01-23T07:02:02.491000Z,1.099,0.539,45.947262,-129.991852,0.37,301.78967282876135,0.0,2.1561788068270547,0.9376163025415244,5.922344155926857,18.497107425981778
1_91,1,waveforms/batch1_event_2015-01-23T07-07-29.773000Z.mseed,AXEC2,2015-01-23T07:07:29.773000Z,1.237,0.597,45.948803,-129.994873,0.367,302.5580111173284,0.0,4.880892812864073,0.9457407810226912,5.012877065178175,15.5051147194764
1_92,1,waveforms/batch1_event_2015-01-23T07-07-37.445000Z.mseed,AXEC2,2015-01-23T07:07:37.445000Z,1.245,0.595,45.948242,-129.994904,0.317,300.9166454699494,0.0,5.1186903034863915,0.9234956679866224,10.57435407968681,17.405960121607333
1_93,1,waveforms/batch1_event_2015-01-23T07-09-20.739000Z.mseed,AXEC2,2015-01-23T07:09:20.739000Z,2.151,1.651,45.974823,-129.995102,3.694,337.79651901149055,0.0,4.357191207670912,0.9040961018146704,18.232203648426083,9.78151925083876
1_95,1,waveforms/batch1_event_2015-01-23T07-25-12.381000Z.mseed,AXEC2,2015-01-23T07:25:12.381000Z,1.579,0.909,45.941978,-130.016144,0.637,275.18225933875,0.0,2.7460979903950213,0.95998536314297,10.421907272346624,14.768291788462662
1_97,1,waveforms/batch1_event_2015-01-23T09-00-51.836000Z.mseed,AXEC2,2015-01-23T09:00:51.836000Z,1.504,0.704,45.956657,-129.998138,0.454,315.72457746341513,0.0,7.273806193873828,0.9693373032294598,5.875018093250707,15.082061991453813
1_98,1,waveforms/batch1_event_2015-01-23T09-24-20.440000Z.mseed,AXEC2,2015-01-23T09:24:20.440000Z,1.22,0.61,45.948818,-129.994904,0.375,302.56241910639704,0.0,7.840485348823925,0.9685490537322144,9.059136612330734,15.447076518755557
1_99,1,waveforms/batch1_event_2015-01-23T10-21-58.573000Z.mseed,AXEC2,2015-01-23T10:21:58.573000Z,0.867,0.437,45.928112,-129.978348,1.258,196.054309242272,0.0,5.012457856833292,0.9841420246438954,7.69477356471104,14.786911027821544
1_100,1,waveforms/batch1_event_2015-01-23T12-01-28.975000Z.mseed,AXEC2,2015-01-23T12:01:28.975000Z,0.975,0.495,45.926712,-129.983246,1.162,207.6632671484593,0.0,4.844423454954468,0.925888474873036,11.299137192257726,12.884492981638704
1_101,1,waveforms/batch1_event_2015-01-23T14-24-40.352000Z.mseed,AXEC2,2015-01-23T14:24:40.352000Z,0.828,0.418,45.941875,-129.98288,1.586,289.8948648279935,0.0,2.2451584328371785,0.97027521952042,5.719443532981961,14.693572248846325
1_102,1,waveforms/batch1_event_2015-01-23T14-25-17.398000Z.mseed,AXEC2,2015-01-23T14:25:17.398000Z,0.842,0.412,45.941883,-129.982239,1.655,291.30276747779067,0.0,2.619833376733593,0.9670006214138696,7.625435428701333,13.4970261142507
1_103,1,waveforms/batch1_event_2015-01-23T14-28-03.269000Z.mseed,AXEC2,2015-01-23T14:28:03.269000Z,0.871,0.421,45.941872,-129.981827,1.686,292.1675412144637,0.0,2.0959997364151284,0.9617590322790824,2.1192035719274673,17.715647848081385
1_104,1,waveforms/batch1_event_2015-01-23T15-01-54.609000Z.mseed,AXEC2,2015-01-23T15:01:54.609000Z,1.641,0.901,45.93689,-130.019684,1.191,265.7532244845273,0.0,6.160716933794026,0.9766094932833468,12.632940798473728,13.358121226370091
1_106,1,waveforms/batch1_event_2015-01-23T15-24-15.289000Z.mseed,AXEC2,2015-01-23T15:24:15.289000Z,1.621,0.911,45.942478,-130.016281,0.562,276.12742426813014,0.0,2.1463322021948232,0.8529154658663983,10.601808108682418,14.03187291869138
1_107,1,waveforms/batch1_event_2015-01-23T17-18-00.160000Z.mseed,AXEC2,2015-01-23T17:18:00.160000Z,1.24,0.62,45.948887,-129.994873,0.381,302.7936409493742,0.0,8.581414320028461,0.9813039619230952,6.731226287368623,15.398059742089014
1_108,1,waveforms/batch1_event_2015-01-23T17-18-17.591000Z.mseed,AXEC2,2015-01-23T17:18:17.591000Z,1.629,0.909,45.941566,-130.013641,0.565,274.61633280764033,0.0,4.190557021903253,0.7715386940397955,39.79079615241232,14.941035996529372
1_109,1,waveforms/batch1_event_2015-01-23T17-31-42.042000Z.mseed,AXEC2,2015-01-23T17:31:42.042000Z,0.938,0.468,45.943424,-129.990494,0.46,288.57115499150257,0.0,5.643256438187586,0.9340074020492948,11.323763081415455,18.8595190813387
1_110,1,waveforms/batch1_event_2015-01-23T17-37-52.440000Z.mseed,AXEC2,2015-01-23T17:37:52.440000Z,1.62,0.95,45.94315,-130.018753,0.808,277.04777735514483,0.0,3.570643450575394,0.9337648539828648,8.917723879221109,14.450726943622977
1_111,1,waveforms/batch1_event_2015-01-23T17-38-32.120000Z.mseed,AXEC2,2015-01-23T17:38:32.120000Z,1.66,0.93,45.942974,-130.02066,0.963,276.48757657278486,0.0,4.081136059612034,0.9854538773707052,16.11805463384414,15.976524388495944
1_112,1,waveforms/batch1_event_2015-01-23T18-03-28.956000Z.mseed,AXEC2,2015-01-23T18:03:28.956000Z,1.094,0.554,45.951572,-129.984726,1.763,328.06828226569246,0.0,3.0010754896917335,0.9232744489470214,5.593599108137652,17.077739762423796
1_113,1,waveforms/batch1_event_2015-01-23T18-06-04.250000Z.mseed,AXEC2,2015-01-23T18:06:04.250000Z,1.04,0.53,45.94569,-129.990112,1.701,298.5845433957551,0.0,3.1084036886021735,0.944080008824538,0.3772301276709592,15.821988665456194
1_114,1,waveforms/batch1_event_2015-01-23T18-11-33.400000Z.mseed,AXEC2,2015-01-23T18:11:33.400000Z,1.02,0.5,45.945965,-129.991058,0.434,298.30862657828266,0.0,5.50115729882501,0.9496126038775112,6.56797959602746,18.64088593620609
1_115,1,waveforms/batch1_event_2015-01-23T18-29-00.940000Z.mseed,AXEC2,2015-01-23T18:29:00.940000Z,1.01,0.77,45.946075,-129.990952,0.481,298.8647800214909,0.0,3.313190666592977,0.9630738300495584,12.405721486709185,19.04974233476725
1_116,1,waveforms/batch1_event_2015-01-23T18-31-08.240000Z.mseed,AXEC2,2015-01-23T18:31:08.240000Z,1.01,0.49,45.94606,-129.990967,0.477,298.78811852389765,0.0,3.6417374266095455,0.9703909564480449,2.9213445752028004,19.000413865930177
1_117,1,waveforms/batch1_event_2015-01-23T18-31-32.752000Z.mseed,AXEC2,2015-01-23T18:31:32.752000Z,1.008,0.558,45.950405,-129.988754,1.695,316.5250418640946,0.0,3.5706321136688457,0.9115762311747556,5.697915558420666,18.22145172186957
1_118,1,waveforms/batch1_event_2015-01-23T18-31-55.918000Z.mseed,AXEC2,2015-01-23T18:31:55.918000Z,1.052,0.532,45.951107,-129.98555,1.713,325.0748887248702,0.0,3.923010994898236,0.9667131666594396,6.4375376818902925,25.130972131084818
1_119,1,waveforms/batch1_event_2015-01-23T18-55-39.538000Z.mseed,AXEC2,2015-01-23T18:55:39.538000Z,1.782,0.932,45.946293,-130.011856,0.151,284.72062796647594,0.0,3.740501230611344,0.9891157207836972,14.528807715087972,13.966147456213072
1_120,1,waveforms/batch1_event_2015-01-23T18-58-32.245000Z.mseed,AXEC2,2015-01-23T18:58:32.245000Z,1.795,1.005,45.933277,-130.025208,1.156,260.61229627656223,0.0,4.6671831461308155,0.9468242842547424,14.774903278025947,13.07762490246196
1_121,1,waveforms/batch1_event_2015-01-23T19-13-16.440000Z.mseed,AXEC2,2015-01-23T19:13:16.440000Z,1.57,0.85,45.943653,-130.016495,0.717,278.33150549535304,0.0,3.6718978154232023,0.976450356975174,16.483460035237744,15.922015586552206
1_122,1,waveforms/batch1_event_2015-01-23T19-15-17.960000Z.mseed,AXEC2,2015-01-23T19:15:17.960000Z,1.58,0.89,45.943474,-130.014435,0.574,278.3569132194542,0.0,2.930254804168138,0.8828353025385751,17.454867886996677,14.084443851806268
